attempt_order,learner_id,skill_name,lesson_title,question_id,is_correct,difficulty_level,assessment_type,answered_at,certification_id,lesson_id,exam_id,attempt_no
1694,36,102,Management and Organization Theory,Q-102-4,0,AVERAGE,LESSON_QUIZ,2026-01-03 12:52:00+00:00,1,102,1003,1
1695,36,103,Laws on Labor and Transaction,Q-103-4,1,HARD,MOCK_EXAM,2026-01-03 12:53:00+00:00,1,103,1003,1
1696,36,104,Laws on Security,Q-104-4,1,EASY,LESSON_QUIZ,2026-01-03 12:54:00+00:00,1,104,1003,1
1697,36,101,Accounting and Financial Affairs,Q-101-5,1,AVERAGE,DIAGNOSTIC,2026-01-03 12:58:00+00:00,1,101,1000,2
1698,36,102,Management and Organization Theory,Q-102-5,1,HARD,MIDDLE_EXAM,2026-01-03 12:59:00+00:00,1,102,1000,2
1699,36,103,Laws on Labor and Transaction,Q-103-5,0,EASY,DIAGNOSTIC,2026-01-03 13:00:00+00:00,1,103,1000,2
1700,36,104,Laws on Security,Q-104-5,0,AVERAGE,MIDDLE_EXAM,2026-01-03 13:01:00+00:00,1,104,1000,2
1701,36,101,Accounting and Financial Affairs,Q-101-6,0,HARD,LESSON_QUIZ,2026-01-03 13:05:00+00:00,1,101,1001,2
1702,36,102,Management and Organization Theory,Q-102-6,1,EASY,MOCK_EXAM,2026-01-03 13:06:00+00:00,1,102,1001,2
1703,36,103,Laws on Labor and Transaction,Q-103-6,0,AVERAGE,LESSON_QUIZ,2026-01-03 13:07:00+00:00,1,103,1001,2
1704,36,104,Laws on Security,Q-104-6,0,HARD,MOCK_EXAM,2026-01-03 13:08:00+00:00,1,104,1001,2
1705,36,101,Accounting and Financial Affairs,Q-101-7,0,EASY,MIDDLE_EXAM,2026-01-03 13:12:00+00:00,1,101,1002,2
1706,36,102,Management and Organization Theory,Q-102-7,1,AVERAGE,DIAGNOSTIC,2026-01-03 13:13:00+00:00,1,102,1002,2
1707,36,103,Laws on Labor and Transaction,Q-103-7,0,HARD,MIDDLE_EXAM,2026-01-03 13:14:00+00:00,1,103,1002,2
1708,36,104,Laws on Security,Q-104-7,0,EASY,DIAGNOSTIC,2026-01-03 13:15:00+00:00,1,104,1002,2
1709,36,101,Accounting and Financial Affairs,Q-101-8,1,AVERAGE,MOCK_EXAM,2026-01-03 13:19:00+00:00,1,101,1003,2
1710,36,102,Management and Organization Theory,Q-102-8,1,HARD,LESSON_QUIZ,2026-01-03 13:20:00+00:00,1,102,1003,2
1711,36,103,Laws on Labor and Transaction,Q-103-8,0,EASY,MOCK_EXAM,2026-01-03 13:21:00+00:00,1,103,1003,2
1712,36,104,Laws on Security,Q-104-8,0,AVERAGE,LESSON_QUIZ,2026-01-03 13:22:00+00:00,1,104,1003,2
1713,36,101,Accounting and Financial Affairs,Q-101-9,0,HARD,DIAGNOSTIC,2026-01-03 13:26:00+00:00,1,101,1000,3
1714,36,102,Management and Organization Theory,Q-102-9,0,EASY,MIDDLE_EXAM,2026-01-03 13:27:00+00:00,1,102,1000,3
1715,36,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,DIAGNOSTIC,2026-01-03 13:28:00+00:00,1,103,1000,3
1716,36,104,Laws on Security,Q-104-9,1,HARD,MIDDLE_EXAM,2026-01-03 13:29:00+00:00,1,104,1000,3
1717,36,101,Accounting and Financial Affairs,Q-101-1,1,EASY,LESSON_QUIZ,2026-01-03 13:33:00+00:00,1,101,1001,3
1718,36,102,Management and Organization Theory,Q-102-1,1,AVERAGE,MOCK_EXAM,2026-01-03 13:34:00+00:00,1,102,1001,3
1719,36,103,Laws on Labor and Transaction,Q-103-1,0,HARD,LESSON_QUIZ,2026-01-03 13:35:00+00:00,1,103,1001,3
1720,36,104,Laws on Security,Q-104-1,1,EASY,MOCK_EXAM,2026-01-03 13:36:00+00:00,1,104,1001,3
1721,36,101,Accounting and Financial Affairs,Q-101-2,1,AVERAGE,MIDDLE_EXAM,2026-01-03 13:40:00+00:00,1,101,1002,3
1722,36,102,Management and Organization Theory,Q-102-2,0,HARD,DIAGNOSTIC,2026-01-03 13:41:00+00:00,1,102,1002,3
1723,36,103,Laws on Labor and Transaction,Q-103-2,1,EASY,MIDDLE_EXAM,2026-01-03 13:42:00+00:00,1,103,1002,3
1724,36,104,Laws on Security,Q-104-2,1,AVERAGE,DIAGNOSTIC,2026-01-03 13:43:00+00:00,1,104,1002,3
1725,36,101,Accounting and Financial Affairs,Q-101-3,1,HARD,MOCK_EXAM,2026-01-03 13:47:00+00:00,1,101,1003,3
1726,36,102,Management and Organization Theory,Q-102-3,1,EASY,LESSON_QUIZ,2026-01-03 13:48:00+00:00,1,102,1003,3
1727,36,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,MOCK_EXAM,2026-01-03 13:49:00+00:00,1,103,1003,3
1728,36,104,Laws on Security,Q-104-3,1,HARD,LESSON_QUIZ,2026-01-03 13:50:00+00:00,1,104,1003,3
1729,37,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,MOCK_EXAM,2026-01-03 14:00:00+00:00,1,101,1000,1
1730,37,102,Management and Organization Theory,Q-102-1,0,HARD,LESSON_QUIZ,2026-01-03 14:01:00+00:00,1,102,1000,1
1731,37,103,Laws on Labor and Transaction,Q-103-1,1,EASY,MOCK_EXAM,2026-01-03 14:02:00+00:00,1,103,1000,1
1732,37,104,Laws on Security,Q-104-1,1,AVERAGE,LESSON_QUIZ,2026-01-03 14:03:00+00:00,1,104,1000,1
1733,37,101,Accounting and Financial Affairs,Q-101-2,1,HARD,DIAGNOSTIC,2026-01-03 14:07:00+00:00,1,101,1001,1
1734,37,102,Management and Organization Theory,Q-102-2,1,EASY,MIDDLE_EXAM,2026-01-03 14:08:00+00:00,1,102,1001,1
1735,37,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,DIAGNOSTIC,2026-01-03 14:09:00+00:00,1,103,1001,1
1736,37,104,Laws on Security,Q-104-2,0,HARD,MIDDLE_EXAM,2026-01-03 14:10:00+00:00,1,104,1001,1
1737,37,101,Accounting and Financial Affairs,Q-101-3,1,EASY,LESSON_QUIZ,2026-01-03 14:14:00+00:00,1,101,1002,1
1738,37,102,Management and Organization Theory,Q-102-3,0,AVERAGE,MOCK_EXAM,2026-01-03 14:15:00+00:00,1,102,1002,1
1739,37,103,Laws on Labor and Transaction,Q-103-3,0,HARD,LESSON_QUIZ,2026-01-03 14:16:00+00:00,1,103,1002,1
1740,37,104,Laws on Security,Q-104-3,1,EASY,MOCK_EXAM,2026-01-03 14:17:00+00:00,1,104,1002,1
1741,37,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,MIDDLE_EXAM,2026-01-03 14:21:00+00:00,1,101,1003,1
1742,37,102,Management and Organization Theory,Q-102-4,0,HARD,DIAGNOSTIC,2026-01-03 14:22:00+00:00,1,102,1003,1
1743,37,103,Laws on Labor and Transaction,Q-103-4,0,EASY,MIDDLE_EXAM,2026-01-03 14:23:00+00:00,1,103,1003,1
1744,37,104,Laws on Security,Q-104-4,1,AVERAGE,DIAGNOSTIC,2026-01-03 14:24:00+00:00,1,104,1003,1
1745,37,101,Accounting and Financial Affairs,Q-101-5,1,HARD,MOCK_EXAM,2026-01-03 14:28:00+00:00,1,101,1000,2
1746,37,102,Management and Organization Theory,Q-102-5,0,EASY,LESSON_QUIZ,2026-01-03 14:29:00+00:00,1,102,1000,2
1747,37,103,Laws on Labor and Transaction,Q-103-5,0,AVERAGE,MOCK_EXAM,2026-01-03 14:30:00+00:00,1,103,1000,2
1748,37,104,Laws on Security,Q-104-5,1,HARD,LESSON_QUIZ,2026-01-03 14:31:00+00:00,1,104,1000,2
1749,37,101,Accounting and Financial Affairs,Q-101-6,1,EASY,DIAGNOSTIC,2026-01-03 14:35:00+00:00,1,101,1001,2
1750,37,102,Management and Organization Theory,Q-102-6,0,AVERAGE,MIDDLE_EXAM,2026-01-03 14:36:00+00:00,1,102,1001,2
1751,37,103,Laws on Labor and Transaction,Q-103-6,0,HARD,DIAGNOSTIC,2026-01-03 14:37:00+00:00,1,103,1001,2
1752,37,104,Laws on Security,Q-104-6,1,EASY,MIDDLE_EXAM,2026-01-03 14:38:00+00:00,1,104,1001,2
1753,37,101,Accounting and Financial Affairs,Q-101-7,0,AVERAGE,LESSON_QUIZ,2026-01-03 14:42:00+00:00,1,101,1002,2
1754,37,102,Management and Organization Theory,Q-102-7,1,HARD,MOCK_EXAM,2026-01-03 14:43:00+00:00,1,102,1002,2
1755,37,103,Laws on Labor and Transaction,Q-103-7,1,EASY,LESSON_QUIZ,2026-01-03 14:44:00+00:00,1,103,1002,2
1756,37,104,Laws on Security,Q-104-7,1,AVERAGE,MOCK_EXAM,2026-01-03 14:45:00+00:00,1,104,1002,2
1757,37,101,Accounting and Financial Affairs,Q-101-8,1,HARD,MIDDLE_EXAM,2026-01-03 14:49:00+00:00,1,101,1003,2
1758,37,102,Management and Organization Theory,Q-102-8,1,EASY,DIAGNOSTIC,2026-01-03 14:50:00+00:00,1,102,1003,2
1759,37,103,Laws on Labor and Transaction,Q-103-8,1,AVERAGE,MIDDLE_EXAM,2026-01-03 14:51:00+00:00,1,103,1003,2
1760,37,104,Laws on Security,Q-104-8,1,HARD,DIAGNOSTIC,2026-01-03 14:52:00+00:00,1,104,1003,2
1761,37,101,Accounting and Financial Affairs,Q-101-9,1,EASY,MOCK_EXAM,2026-01-03 14:56:00+00:00,1,101,1000,3
1762,37,102,Management and Organization Theory,Q-102-9,1,AVERAGE,LESSON_QUIZ,2026-01-03 14:57:00+00:00,1,102,1000,3
1763,37,103,Laws on Labor and Transaction,Q-103-9,1,HARD,MOCK_EXAM,2026-01-03 14:58:00+00:00,1,103,1000,3
1764,37,104,Laws on Security,Q-104-9,1,EASY,LESSON_QUIZ,2026-01-03 14:59:00+00:00,1,104,1000,3
1765,37,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,DIAGNOSTIC,2026-01-03 15:03:00+00:00,1,101,1001,3
1766,37,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-03 15:04:00+00:00,1,102,1001,3
1767,37,103,Laws on Labor and Transaction,Q-103-1,0,EASY,DIAGNOSTIC,2026-01-03 15:05:00+00:00,1,103,1001,3
1768,37,104,Laws on Security,Q-104-1,0,AVERAGE,MIDDLE_EXAM,2026-01-03 15:06:00+00:00,1,104,1001,3
1769,37,101,Accounting and Financial Affairs,Q-101-2,1,HARD,LESSON_QUIZ,2026-01-03 15:10:00+00:00,1,101,1002,3
1770,37,102,Management and Organization Theory,Q-102-2,1,EASY,MOCK_EXAM,2026-01-03 15:11:00+00:00,1,102,1002,3
1771,37,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,LESSON_QUIZ,2026-01-03 15:12:00+00:00,1,103,1002,3
1772,37,104,Laws on Security,Q-104-2,1,HARD,MOCK_EXAM,2026-01-03 15:13:00+00:00,1,104,1002,3
1773,37,101,Accounting and Financial Affairs,Q-101-3,1,EASY,MIDDLE_EXAM,2026-01-03 15:17:00+00:00,1,101,1003,3
1774,37,102,Management and Organization Theory,Q-102-3,1,AVERAGE,DIAGNOSTIC,2026-01-03 15:18:00+00:00,1,102,1003,3
1775,37,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MIDDLE_EXAM,2026-01-03 15:19:00+00:00,1,103,1003,3
1776,37,104,Laws on Security,Q-104-3,1,EASY,DIAGNOSTIC,2026-01-03 15:20:00+00:00,1,104,1003,3
1777,38,101,Accounting and Financial Affairs,Q-101-1,0,HARD,MIDDLE_EXAM,2026-01-03 15:30:00+00:00,1,101,1000,1
1778,38,102,Management and Organization Theory,Q-102-1,1,EASY,DIAGNOSTIC,2026-01-03 15:31:00+00:00,1,102,1000,1
1779,38,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,MIDDLE_EXAM,2026-01-03 15:32:00+00:00,1,103,1000,1
1780,38,104,Laws on Security,Q-104-1,0,HARD,DIAGNOSTIC,2026-01-03 15:33:00+00:00,1,104,1000,1
1781,38,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MOCK_EXAM,2026-01-03 15:37:00+00:00,1,101,1001,1
1782,38,102,Management and Organization Theory,Q-102-2,0,AVERAGE,LESSON_QUIZ,2026-01-03 15:38:00+00:00,1,102,1001,1
1783,38,103,Laws on Labor and Transaction,Q-103-2,0,HARD,MOCK_EXAM,2026-01-03 15:39:00+00:00,1,103,1001,1
1784,38,104,Laws on Security,Q-104-2,0,EASY,LESSON_QUIZ,2026-01-03 15:40:00+00:00,1,104,1001,1
1785,38,101,Accounting and Financial Affairs,Q-101-3,0,AVERAGE,DIAGNOSTIC,2026-01-03 15:44:00+00:00,1,101,1002,1
1786,38,102,Management and Organization Theory,Q-102-3,0,HARD,MIDDLE_EXAM,2026-01-03 15:45:00+00:00,1,102,1002,1
1787,38,103,Laws on Labor and Transaction,Q-103-3,1,EASY,DIAGNOSTIC,2026-01-03 15:46:00+00:00,1,103,1002,1
1788,38,104,Laws on Security,Q-104-3,0,AVERAGE,MIDDLE_EXAM,2026-01-03 15:47:00+00:00,1,104,1002,1
1789,38,101,Accounting and Financial Affairs,Q-101-4,0,HARD,LESSON_QUIZ,2026-01-03 15:51:00+00:00,1,101,1003,1
1790,38,102,Management and Organization Theory,Q-102-4,1,EASY,MOCK_EXAM,2026-01-03 15:52:00+00:00,1,102,1003,1
1791,38,103,Laws on Labor and Transaction,Q-103-4,1,AVERAGE,LESSON_QUIZ,2026-01-03 15:53:00+00:00,1,103,1003,1
1792,38,104,Laws on Security,Q-104-4,0,HARD,MOCK_EXAM,2026-01-03 15:54:00+00:00,1,104,1003,1
1793,38,101,Accounting and Financial Affairs,Q-101-5,1,EASY,MIDDLE_EXAM,2026-01-03 15:58:00+00:00,1,101,1000,2
1794,38,102,Management and Organization Theory,Q-102-5,0,AVERAGE,DIAGNOSTIC,2026-01-03 15:59:00+00:00,1,102,1000,2
1795,38,103,Laws on Labor and Transaction,Q-103-5,1,HARD,MIDDLE_EXAM,2026-01-03 16:00:00+00:00,1,103,1000,2
1796,38,104,Laws on Security,Q-104-5,0,EASY,DIAGNOSTIC,2026-01-03 16:01:00+00:00,1,104,1000,2
1797,38,101,Accounting and Financial Affairs,Q-101-6,0,AVERAGE,MOCK_EXAM,2026-01-03 16:05:00+00:00,1,101,1001,2
1798,38,102,Management and Organization Theory,Q-102-6,1,HARD,LESSON_QUIZ,2026-01-03 16:06:00+00:00,1,102,1001,2
1799,38,103,Laws on Labor and Transaction,Q-103-6,1,EASY,MOCK_EXAM,2026-01-03 16:07:00+00:00,1,103,1001,2
1800,38,104,Laws on Security,Q-104-6,1,AVERAGE,LESSON_QUIZ,2026-01-03 16:08:00+00:00,1,104,1001,2
1801,38,101,Accounting and Financial Affairs,Q-101-7,0,HARD,DIAGNOSTIC,2026-01-03 16:12:00+00:00,1,101,1002,2
1802,38,102,Management and Organization Theory,Q-102-7,0,EASY,MIDDLE_EXAM,2026-01-03 16:13:00+00:00,1,102,1002,2
1803,38,103,Laws on Labor and Transaction,Q-103-7,1,AVERAGE,DIAGNOSTIC,2026-01-03 16:14:00+00:00,1,103,1002,2
1804,38,104,Laws on Security,Q-104-7,1,HARD,MIDDLE_EXAM,2026-01-03 16:15:00+00:00,1,104,1002,2
1805,38,101,Accounting and Financial Affairs,Q-101-8,1,EASY,LESSON_QUIZ,2026-01-03 16:19:00+00:00,1,101,1003,2
1806,38,102,Management and Organization Theory,Q-102-8,1,AVERAGE,MOCK_EXAM,2026-01-03 16:20:00+00:00,1,102,1003,2
1807,38,103,Laws on Labor and Transaction,Q-103-8,0,HARD,LESSON_QUIZ,2026-01-03 16:21:00+00:00,1,103,1003,2
1808,38,104,Laws on Security,Q-104-8,0,EASY,MOCK_EXAM,2026-01-03 16:22:00+00:00,1,104,1003,2
1809,38,101,Accounting and Financial Affairs,Q-101-9,1,AVERAGE,MIDDLE_EXAM,2026-01-03 16:26:00+00:00,1,101,1000,3
1810,38,102,Management and Organization Theory,Q-102-9,0,HARD,DIAGNOSTIC,2026-01-03 16:27:00+00:00,1,102,1000,3
1811,38,103,Laws on Labor and Transaction,Q-103-9,1,EASY,MIDDLE_EXAM,2026-01-03 16:28:00+00:00,1,103,1000,3
1812,38,104,Laws on Security,Q-104-9,0,AVERAGE,DIAGNOSTIC,2026-01-03 16:29:00+00:00,1,104,1000,3
1813,38,101,Accounting and Financial Affairs,Q-101-1,1,HARD,MOCK_EXAM,2026-01-03 16:33:00+00:00,1,101,1001,3
1814,38,102,Management and Organization Theory,Q-102-1,1,EASY,LESSON_QUIZ,2026-01-03 16:34:00+00:00,1,102,1001,3
1815,38,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,MOCK_EXAM,2026-01-03 16:35:00+00:00,1,103,1001,3
1816,38,104,Laws on Security,Q-104-1,1,HARD,LESSON_QUIZ,2026-01-03 16:36:00+00:00,1,104,1001,3
1817,38,101,Accounting and Financial Affairs,Q-101-2,1,EASY,DIAGNOSTIC,2026-01-03 16:40:00+00:00,1,101,1002,3
1818,38,102,Management and Organization Theory,Q-102-2,0,AVERAGE,MIDDLE_EXAM,2026-01-03 16:41:00+00:00,1,102,1002,3
1819,38,103,Laws on Labor and Transaction,Q-103-2,1,HARD,DIAGNOSTIC,2026-01-03 16:42:00+00:00,1,103,1002,3
1820,38,104,Laws on Security,Q-104-2,1,EASY,MIDDLE_EXAM,2026-01-03 16:43:00+00:00,1,104,1002,3
1821,38,101,Accounting and Financial Affairs,Q-101-3,1,AVERAGE,LESSON_QUIZ,2026-01-03 16:47:00+00:00,1,101,1003,3
1822,38,102,Management and Organization Theory,Q-102-3,1,HARD,MOCK_EXAM,2026-01-03 16:48:00+00:00,1,102,1003,3
1823,38,103,Laws on Labor and Transaction,Q-103-3,1,EASY,LESSON_QUIZ,2026-01-03 16:49:00+00:00,1,103,1003,3
1824,38,104,Laws on Security,Q-104-3,1,AVERAGE,MOCK_EXAM,2026-01-03 16:50:00+00:00,1,104,1003,3
1825,39,101,Accounting and Financial Affairs,Q-101-1,0,HARD,LESSON_QUIZ,2026-01-03 17:00:00+00:00,1,101,1000,1
1826,39,102,Management and Organization Theory,Q-102-1,0,EASY,MOCK_EXAM,2026-01-03 17:01:00+00:00,1,102,1000,1
1827,39,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,LESSON_QUIZ,2026-01-03 17:02:00+00:00,1,103,1000,1
1828,39,104,Laws on Security,Q-104-1,0,HARD,MOCK_EXAM,2026-01-03 17:03:00+00:00,1,104,1000,1
1829,39,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MIDDLE_EXAM,2026-01-03 17:07:00+00:00,1,101,1001,1
1830,39,102,Management and Organization Theory,Q-102-2,0,AVERAGE,DIAGNOSTIC,2026-01-03 17:08:00+00:00,1,102,1001,1
1831,39,103,Laws on Labor and Transaction,Q-103-2,0,HARD,MIDDLE_EXAM,2026-01-03 17:09:00+00:00,1,103,1001,1
1832,39,104,Laws on Security,Q-104-2,1,EASY,DIAGNOSTIC,2026-01-03 17:10:00+00:00,1,104,1001,1
1833,39,101,Accounting and Financial Affairs,Q-101-3,1,AVERAGE,MOCK_EXAM,2026-01-03 17:14:00+00:00,1,101,1002,1
1834,39,102,Management and Organization Theory,Q-102-3,0,HARD,LESSON_QUIZ,2026-01-03 17:15:00+00:00,1,102,1002,1
1835,39,103,Laws on Labor and Transaction,Q-103-3,1,EASY,MOCK_EXAM,2026-01-03 17:16:00+00:00,1,103,1002,1
1836,39,104,Laws on Security,Q-104-3,1,AVERAGE,LESSON_QUIZ,2026-01-03 17:17:00+00:00,1,104,1002,1
1837,39,101,Accounting and Financial Affairs,Q-101-4,1,HARD,DIAGNOSTIC,2026-01-03 17:21:00+00:00,1,101,1003,1
1838,39,102,Management and Organization Theory,Q-102-4,1,EASY,MIDDLE_EXAM,2026-01-03 17:22:00+00:00,1,102,1003,1
1839,39,103,Laws on Labor and Transaction,Q-103-4,1,AVERAGE,DIAGNOSTIC,2026-01-03 17:23:00+00:00,1,103,1003,1
1840,39,104,Laws on Security,Q-104-4,0,HARD,MIDDLE_EXAM,2026-01-03 17:24:00+00:00,1,104,1003,1
1841,39,101,Accounting and Financial Affairs,Q-101-5,1,EASY,LESSON_QUIZ,2026-01-03 17:28:00+00:00,1,101,1000,2
1842,39,102,Management and Organization Theory,Q-102-5,1,AVERAGE,MOCK_EXAM,2026-01-03 17:29:00+00:00,1,102,1000,2
1843,39,103,Laws on Labor and Transaction,Q-103-5,0,HARD,LESSON_QUIZ,2026-01-03 17:30:00+00:00,1,103,1000,2
1844,39,104,Laws on Security,Q-104-5,1,EASY,MOCK_EXAM,2026-01-03 17:31:00+00:00,1,104,1000,2
1845,39,101,Accounting and Financial Affairs,Q-101-6,1,AVERAGE,MIDDLE_EXAM,2026-01-03 17:35:00+00:00,1,101,1001,2
1846,39,102,Management and Organization Theory,Q-102-6,1,HARD,DIAGNOSTIC,2026-01-03 17:36:00+00:00,1,102,1001,2
1847,39,103,Laws on Labor and Transaction,Q-103-6,1,EASY,MIDDLE_EXAM,2026-01-03 17:37:00+00:00,1,103,1001,2
1848,39,104,Laws on Security,Q-104-6,1,AVERAGE,DIAGNOSTIC,2026-01-03 17:38:00+00:00,1,104,1001,2
1849,39,101,Accounting and Financial Affairs,Q-101-7,1,HARD,MOCK_EXAM,2026-01-03 17:42:00+00:00,1,101,1002,2
1850,39,102,Management and Organization Theory,Q-102-7,1,EASY,LESSON_QUIZ,2026-01-03 17:43:00+00:00,1,102,1002,2
1851,39,103,Laws on Labor and Transaction,Q-103-7,0,AVERAGE,MOCK_EXAM,2026-01-03 17:44:00+00:00,1,103,1002,2
1852,39,104,Laws on Security,Q-104-7,1,HARD,LESSON_QUIZ,2026-01-03 17:45:00+00:00,1,104,1002,2
1853,39,101,Accounting and Financial Affairs,Q-101-8,1,EASY,DIAGNOSTIC,2026-01-03 17:49:00+00:00,1,101,1003,2
1854,39,102,Management and Organization Theory,Q-102-8,1,AVERAGE,MIDDLE_EXAM,2026-01-03 17:50:00+00:00,1,102,1003,2
1855,39,103,Laws on Labor and Transaction,Q-103-8,1,HARD,DIAGNOSTIC,2026-01-03 17:51:00+00:00,1,103,1003,2
1856,39,104,Laws on Security,Q-104-8,1,EASY,MIDDLE_EXAM,2026-01-03 17:52:00+00:00,1,104,1003,2
1857,39,101,Accounting and Financial Affairs,Q-101-9,1,AVERAGE,LESSON_QUIZ,2026-01-03 17:56:00+00:00,1,101,1000,3
1858,39,102,Management and Organization Theory,Q-102-9,1,HARD,MOCK_EXAM,2026-01-03 17:57:00+00:00,1,102,1000,3
1859,39,103,Laws on Labor and Transaction,Q-103-9,1,EASY,LESSON_QUIZ,2026-01-03 17:58:00+00:00,1,103,1000,3
1860,39,104,Laws on Security,Q-104-9,0,AVERAGE,MOCK_EXAM,2026-01-03 17:59:00+00:00,1,104,1000,3
1861,39,101,Accounting and Financial Affairs,Q-101-1,0,HARD,MIDDLE_EXAM,2026-01-03 18:03:00+00:00,1,101,1001,3
1862,39,102,Management and Organization Theory,Q-102-1,1,EASY,DIAGNOSTIC,2026-01-03 18:04:00+00:00,1,102,1001,3
1863,39,103,Laws on Labor and Transaction,Q-103-1,1,AVERAGE,MIDDLE_EXAM,2026-01-03 18:05:00+00:00,1,103,1001,3
1864,39,104,Laws on Security,Q-104-1,0,HARD,DIAGNOSTIC,2026-01-03 18:06:00+00:00,1,104,1001,3
1865,39,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MOCK_EXAM,2026-01-03 18:10:00+00:00,1,101,1002,3
1866,39,102,Management and Organization Theory,Q-102-2,0,AVERAGE,LESSON_QUIZ,2026-01-03 18:11:00+00:00,1,102,1002,3
1867,39,103,Laws on Labor and Transaction,Q-103-2,0,HARD,MOCK_EXAM,2026-01-03 18:12:00+00:00,1,103,1002,3
1868,39,104,Laws on Security,Q-104-2,0,EASY,LESSON_QUIZ,2026-01-03 18:13:00+00:00,1,104,1002,3
1869,39,101,Accounting and Financial Affairs,Q-101-3,0,AVERAGE,DIAGNOSTIC,2026-01-03 18:17:00+00:00,1,101,1003,3
1870,39,102,Management and Organization Theory,Q-102-3,1,HARD,MIDDLE_EXAM,2026-01-03 18:18:00+00:00,1,102,1003,3
1871,39,103,Laws on Labor and Transaction,Q-103-3,1,EASY,DIAGNOSTIC,2026-01-03 18:19:00+00:00,1,103,1003,3
1872,39,104,Laws on Security,Q-104-3,1,AVERAGE,MIDDLE_EXAM,2026-01-03 18:20:00+00:00,1,104,1003,3
1873,40,101,Accounting and Financial Affairs,Q-101-1,0,AVERAGE,DIAGNOSTIC,2026-01-03 18:30:00+00:00,1,101,1000,1
1874,40,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-03 18:31:00+00:00,1,102,1000,1
1875,40,103,Laws on Labor and Transaction,Q-103-1,1,EASY,DIAGNOSTIC,2026-01-03 18:32:00+00:00,1,103,1000,1
1876,40,104,Laws on Security,Q-104-1,0,AVERAGE,MIDDLE_EXAM,2026-01-03 18:33:00+00:00,1,104,1000,1
1877,40,101,Accounting and Financial Affairs,Q-101-2,0,HARD,LESSON_QUIZ,2026-01-03 18:37:00+00:00,1,101,1001,1
1878,40,102,Management and Organization Theory,Q-102-2,1,EASY,MOCK_EXAM,2026-01-03 18:38:00+00:00,1,102,1001,1
1879,40,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,LESSON_QUIZ,2026-01-03 18:39:00+00:00,1,103,1001,1
1880,40,104,Laws on Security,Q-104-2,1,HARD,MOCK_EXAM,2026-01-03 18:40:00+00:00,1,104,1001,1
1881,40,101,Accounting and Financial Affairs,Q-101-3,0,EASY,MIDDLE_EXAM,2026-01-03 18:44:00+00:00,1,101,1002,1
1882,40,102,Management and Organization Theory,Q-102-3,1,AVERAGE,DIAGNOSTIC,2026-01-03 18:45:00+00:00,1,102,1002,1
1883,40,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MIDDLE_EXAM,2026-01-03 18:46:00+00:00,1,103,1002,1
1884,40,104,Laws on Security,Q-104-3,1,EASY,DIAGNOSTIC,2026-01-03 18:47:00+00:00,1,104,1002,1
1885,40,101,Accounting and Financial Affairs,Q-101-4,0,AVERAGE,MOCK_EXAM,2026-01-03 18:51:00+00:00,1,101,1003,1
1886,40,102,Management and Organization Theory,Q-102-4,0,HARD,LESSON_QUIZ,2026-01-03 18:52:00+00:00,1,102,1003,1
1887,40,103,Laws on Labor and Transaction,Q-103-4,1,EASY,MOCK_EXAM,2026-01-03 18:53:00+00:00,1,103,1003,1
1888,40,104,Laws on Security,Q-104-4,0,AVERAGE,LESSON_QUIZ,2026-01-03 18:54:00+00:00,1,104,1003,1
1889,40,101,Accounting and Financial Affairs,Q-101-5,1,HARD,DIAGNOSTIC,2026-01-03 18:58:00+00:00,1,101,1000,2
1890,40,102,Management and Organization Theory,Q-102-5,1,EASY,MIDDLE_EXAM,2026-01-03 18:59:00+00:00,1,102,1000,2
1891,40,103,Laws on Labor and Transaction,Q-103-5,0,AVERAGE,DIAGNOSTIC,2026-01-03 19:00:00+00:00,1,103,1000,2
1892,40,104,Laws on Security,Q-104-5,0,HARD,MIDDLE_EXAM,2026-01-03 19:01:00+00:00,1,104,1000,2
1893,40,101,Accounting and Financial Affairs,Q-101-6,1,EASY,LESSON_QUIZ,2026-01-03 19:05:00+00:00,1,101,1001,2
1894,40,102,Management and Organization Theory,Q-102-6,0,AVERAGE,MOCK_EXAM,2026-01-03 19:06:00+00:00,1,102,1001,2
1895,40,103,Laws on Labor and Transaction,Q-103-6,1,HARD,LESSON_QUIZ,2026-01-03 19:07:00+00:00,1,103,1001,2
